word,definition
Womb,n. Ka puao; ka opu.
Truth,Oiaio.
Fear,n. Maka'u; puiwa; weliweli.
Fear,"v. E maka'u; e puiwa, SYN. dread."
Comical,Lealea; ka i kaakaia.
Conflict,n. He kaua; hakaka; paio.
Game,1. He paani. 2. Na holoholona i ki-pu ia.
Collapse,E opaha pu.
Mast,Kia moku.
Hum,E hamumu.
Vengeance,Ka hoopai hu'hu.
Sallow,Olenalena.
Perceive,1. E hoomaopopo. SYN. discern. 2. E makili. Perceive internally.
Rest,1. E maha; e palekana. 2. He koo. SYN. support. 3. Koena. SYN. remainder. 4. Kaha hoomaha ma ke mele.
Rest,E hoomaha.
Bug,He uku; mea kolo.
Recent,"adj. Iho nei. Recent arrival, ke ku ana iho nei."
Loving,Alolia.
Cautious,Noonoo; akahele. SYN. prudent.
Shoulder,Poohiwi.
Shoulder,1. E auamo; e haawe; e kaupoohiwi. 2. E hoo-ke'.
Outside,"Mawaho; iwaho. The outside, ko waho."
Adrift,"Hookuu wale ia. The boat is adrift, ua hookuu wale ia ka waapa."
Seine,Upena nui.
Negotiate,"1. E hooholo. Negotiate a treaty, e hooholo i olelo kuikahi. 2. E hoolilo"
Strain,1. E hoomaloeloe. SYN. stretch tightly. 2. E kanana. E hai. SYN. sprain. 4. E hooikaika nui. SYN. strain every nerve.
Employer,Haku hana.
Lecture,He haiao.
Coach,He kaa lio nni i uhiia.
Kite,Lupe.
Giggle,E akaaka naaupo. SYN. titter.
Wedlock,Mare. SYN. marriage.
Shelf,Holowaa; papa waiho mea liilii.
Filth,n. He mea pilau; opala pilau.
Syphilis,n. Mai kaokao.
Thought,Manao; noonoo.
Gait,"Ke ano o ka hele ana. A slow gait, ka hele lolohi ana."
Unprincipled,Manao ole i ka pono; ino loa.
Slipper,Kamaa haahaa.
Alas,Auwe!
Lens,Aniani hooakoakoa kukuna malamalama. Magnifying lens.
Peacemaker,Mea uwao.
Mucus,Wale; hupe'.
Goblet,Kiaha inu.
Yoke,n. Lei bipi; auamo.
Yoke,v. E kau i ka lei bipi.
Unknown,Ike ole ia.
Fundamental,"Kumu. Fundamental principle, he loina hookumu."
Wondrous,adj. Kupaianaha; ka mahao.
Furthermore,Eia hou. SYN. moreover.
Stormy,"1. Ino; inoino. A stormy day, he la ino. 2. Haunaele. A stormy meeting, he halawai hoohaunaele."
Tease,v. 1. E ne. SYN. fret. 2. E hanawale; hoonaukiuki. SYN. vex. 2. E kauloloa; noi pinepine; hoohane.
Wellbeing,See welfare.
Weird,Eehia; ano lapu. SYN. supernatural.
Brief,Pokole; haiki. SYN. short.
Brief,He palapala hoakaka pokole no ka hihia kana wai.
Two,Elua.
Subject,Malalo o ka malu; malalo.
Subject,1. He makaainana. 2. Kumu manao; kumu.
Subject,E hoopio; waiho malalo.
Hidden,Hunaia.
Guilty,Hewa.
Couch,He punee.
Sever,E oki a kaawale; e moku loa; poomuku.
Stately,Hanohano; ihiihi; hiehie. SYN. dignified.
Strap,Kaula ili.
Brass,Keleawe.
Rocky,"Pohaku. Rocky land, aina pohaku."
Retreat,"E hee, e auhee."
Retreat,Wahi malu; wahi lulu; he puuhonua. SYN. asylum.
Silver,Kala'.
Appropriate,Kupono. SYN. applicable; suitable.
Appropriate,"E hookaawale; e hoolaa. Appropriate a sum of money, e hookaawale i puu dala. Appropriate to sacred uses, e hoolaa."
Assault,"v. E lima ikaika aku; e hakak'a; e pepehi. 2. Assault and battery, ka hakaka' meme ka pepehi."
Horror,Eehia; weliweli.
Courteous,adj. Pihalula; ano oluolu; laulea. SYN. polite.
Distrust,E haohao; e kanalua. SYN. suspect. E kuipehi.
Distrust,Kuipehi; haohao.
Gratis,Makana wale.
Ending,Ka pau ana.
You,"pron. Sing, oe. Dual, olua. Pl., oukou."
Ditch,Auwai; auwaha.
Madness,Ano pupule ; ano hehena; ulala. SYN. insanity.
Index,1. Lima kuhi. 2. Papa kuhikuhi. 3. He hoailona. SYN. indication; sign.
Swing,n. He lelekoali.
Swing,v. E kau iluna; e lele; e lewa; e lewalewa; e lelekoali.
Middle,Ko waenakonu.
Slit,E oki ma ka loa; e nahae.
Consult,"v. 1 E kuka' pu. SYN. deliberate. 2. E imi. Consult a book, e imi iloko o ka buke. 3. Consult a physician, e imi i kauka lapaau nana e kokua."
Publicly,Ma ke akea; imua o ka lehulehu.
Beak,n. Nuku manu. SYN. bill.
Tinkle,E kani ooi.
Infer,v. E ohi i ka manao.
Salute,E haawi ana i ka mahalo; E aloha aku; e uwe aloha.
Jehovah,lehova; Ke Akua.
Pit,He lua.
Abdomen,Ka opu; kea hakahaka.
Shower,Kuau'-a; naulu.
Shower,E u'-a; e ninini wai.
Uprising,Ke ala ana mai.
Faulty,adj. Hewa; pono ole.
Entirely,"Loa. Entirely finished, pau loa i ka hana ia. SYN. completely. Entirely subdued, laka loa."
Soon,Koke; kokoke; awiwi; hikiwawe.
Soon,Pokakaa wili lopi.
Tour,He huakai kaapuni. SYN. circuit.
Composer,"Mea haku mele, me na meae ae."
Hold,E apo a paa; c hoopaa.
Hold,1. Ka lua waiho ukana o ka. moku. 2. Ke apo ana a paa. 3. He kuleana. SYN. claim.
Knit,"1. E hana lihilihi: hana kakini. 2. Knit the eyebrows, e hookuekue maka. 3. E hui; e kui."
Cypress,n. Laau kupero.
Hail,Hua hekili.
Hail,"1. E haule mai he hua hekili. 2. E kahea leo nui, 3. E haawi i ke aloha."
Keeper,"Mea nana e malama; mea nana e kiai. Door keeper, he kiai puka."
Spur,Kepa; kui.
Spur,1. E hou i ke kepa. 2. E hooeueu; hoolalelale.
Scow,He kao; waapa nui halihali ukana.
Ferocious,adj. Ahiu; hae; kunahihi.
Elapse,"E hala. Several days must elapse, e hala ana kekah i mau la."
Proper,"Kupono. SYN. suitable; fit. 2. Proper noun, inoa pili kino; inoa maoli."
Marble,Pohaku mabela.
Tearful,adj. Haloiloi; maloi.
Puke,E luai; hoolualuai. SYN. vomit.
Invitation,"Ke kono ana; ke kauohaana. Invitation to a feast, he kauoha no ka ahaaina."
Bulk,Ka nui; ka hapanui.
Think,"v. 1. E manao. 2. E noonoo; poonoo. SYN. reflect. 3. Think to one's self, e halalo."
Sila,Noho ma ka ululaau.
Jurisdiction,Ka mana o ka ahahookolokolo.
Inn,n. Hale hookipa.
Possible,"Paha. SYN. perhaps. Pōst, n. He pou. 2. He elele."
Thirst,Makewai.
Restore,"1. E hoihoi. SYN. return 2. Restore to health, a haawi hou i ka ikaika kino."
Disembark,E hoopae'; e lele iuka.
Dissipate,1. E hoopuehu. SYN. dispel; scatter. 2. E uhauha. SYN. squander.
Afterthought,Manao i ala mai mahope.
Scholium,Manao pili o ka manao hai.
Topic,Kumumanao; kumu noonoo.
Skinny,Olala.
Subpoena,Palapala kena hoike.
Quench,"1. E kena. SYN. satisfy. 2. E kinai. Quench fire, e kinai i ke ahi me ka wai."
Radiation,Ko kaa ana; ka hohola ana.
Gallop,Ka holo loa ana o ka lio.
Mausoleum,n. Hale kupapau nani.
Serve,"1. E lawelawe; e noho kauwa. 2. Kupono. SYN. answer. Serve a purpose, kupono no kekahi hana. 3. Kokua. Serve a good turn, e kokua lokomaikai."
Lasso,Kaula hoohei.
Garden,He kihapai.
Israel,Koa o Iehova.
Wooden,"adj. Laau. Wooden house, hale laau."
Independence,n. Ke kuokoa o ka noho'na.
Sincerity,Oiaio. SYN. truth.
Trip,1. E hele mikioi. SYN. trip along. 2. E okupe. SYN. trip up. 3. E hoohina; e kulai.
Trip,Huakai makaikai. SYN. excursion.
Miss,"1. Wahine mare ole. 2. He haule. A miss in spelling, he haule ma ke pela ana. 3. Halahi. A miss in firing, halahi ma ke ki pu ana."
Miss,"E haule. Miss an opportunity, e haule ka wa k upno."
Percolate,E kulu. SYN. filter.
Glowing,"1. Enaena. A glowing fire, he ahi enaena. 2. Hooeueu; hoolalelale. A glowing account, he olelo hooeueu. SYN. inspiriting."
Insomnia,Ke ano hiaa; hiki ole ke hiamoe. SYN. sleeplessness.
Revolt,1. E kipi. 2. E hoopailua ma ka naau.
Apoplexy,"Ăp'o-plĕx'y, n. He mai ku hewa."
Underrate,E koho malalo iho o ka mea kupono.
Spoke,Kukuna o ka huila.
Copy,1. E kakau kope. 2. E hoohalike. SYN. emulate.
Copy,He hope; mea like.
Leaf,He lau.
Between,"Be-tween', prep. Mawaena o."
Between,Mawaena o.
Legislate,E kau i kanawai ; e hooholo kanawai.
Carrier,"Mea lawe; mea halihali. A letter carrier, he lawe leta."
Radius,Kaha hanai.
Ore,Pohaku metala.
Forty,Kanaha'; he kaau.
Statement,He haina; he olelo.
Reader,1. Mea heluhelu. 2. Buke heluhelu.
Spiritual,"1. No ka uhane. Spiritual needs, na nele o ka uhane. 2. Haipule."
Determined,"Onipaa; wiwo ole. A determined stand for the truth, ku onipaa no ka oiaio."
Tighten,E nakii a paa; e huki a maloeloe.
Foundry,"Wahi hoo-hee' metala. An iron foundry, wahi hoo-hee' hao."
Action,"1. He hana. 2. He hoopii imua o ke kanawai. 3. He kaua iwaena o na moku kaua. SYN. naval action. 4. A man of action, not of words, he kanaka hooko, aole he kanaka olelo Wale."
Distress,E hooehaeha. SYN. pain.
Distress,"1. Eha. SYN. pain. 2. Pilikia; popilikia. SYN. difficulty; peril; danger. A ship in distress, he moku iloko o ka popilikia."
Hypothesis,Kumu manao kahua.
Paumaele,"A wretched sinner, he kanaka paumaele."
Lover,Mea aloha; he ipo.
Prison,n. Hale paahao.
Demand,E kaohi; e koi; e kauoha.
Guava,He hua puawa.
Stanza,Pauku mele; pauku hinumeni.
Sooty,Paele i ka lepo uahi.
British,No Beritania.
Heliotrope,"1. He pua. 2. He mea e hoopaa ana i na kukuna malamalama o ka la, a e hoolei ana ia lakou ma kahi i makemakeia."
Demon,Daimonio.
Afraid,Maka'u; hopohopo; puiwa.
Immerse,"1. E lu i ka wai. 2. Immersed in thought, lilo loa i ka noonoo."
Lawyer,He loio; he kokua ma ke kanawai.
Gear,Na lako o kela me keia ano.
Result,Hopena.
Reserved,Ihiihi ; launa ole.
Proprietor,He haku; he ona.
Successor,"He hope mai. Successor in office, he hope mai ma ka oihana."
Raw,"adj. 1. Maka; kole. 2. Raw material, na lako maoli. 3. Anuanu; opili. SYN. blustering."
Solitude,Wahi mehameha; wahi neoneo.
Parasol,Mamalu liilii pale la.
Glide,1. E kokolo; mehe nahesa la. 2. E holo niau; mehe kaa ahi la.
Cough,He kunu.
Strut,E hooha'ha; kai-i'.
Lovely,Onaona; ku i ke aloha.
Broadcast,"Lu lima. To sow broadcast, e lu lima'ku i na anoano."
Dart,n. He ihe.
Dart,"v. 1. E anapu. The lightning darts, ke anapu nei ka uila. 2. E lele mama."
Ample,"Ăm'ple, adj. Lawa pono; nui kupono."
Drawing,"1. He kii i kahaia. 2. Ka hookahe ana. Drawing off oil from a barrel, e hookahe ana i ka aila mai ka barela. 3. Ka ume ana. SYN. attraction."
Rebellion,n. Ke kipi i ka aupuni.
Inkling,n. He wahi ike iki.
Lurk,E hoomakakiu; e pee.
Apostle,"A-pŏs'tle, n. He luna olelo, kekahi o na haumana he umikumamalua o ka Haku."
Shake,E hooluliluli; e hoonaueue; e naue.
Fourth,1. Ka ha. 2. He hapaha'.
Aisle,"He ala mawaena o na noho o ka luakini, a hale e ae paha."
Aground,"Ili; mau. The ship is aground, ua ili ka moku. The boat is aground, ua mau ka waapa."
Lunatic,He pupule.
Mistake,Kuhihewa; lalau.
Deep,"1. Hohonu; lipolipo. The deep sea, kai hohonu. The deep blue sea, ke kai lipolipo. 2. Poopoo. A deep hole, lua poopoo."
Mistaken,"Kuhihewa. If I am not mistaken, i ole au e kuhihewa; or, ke ole au e kuhihewa."
Repulse,E pale ku-e'; e kipaku. SYN. repel.
Delinquency,Kanele i ka hooko.
Disk,"He ili palahalaha poepoe. Sun's disk, ka ilio ka La."
Assignment,"n. Ka waiho ana o ka waiwai o ka mea i aie, no ka pono o ka poe i aieia."
Lifetime,Wa o kcia ola; wa ola
Elevate,E hapai iluna; e hookiekie ae.
Problem,Manaohai; nanehai.
Reverberate,E kupinai. SYN. echo.
Upright,1. Kupono; kupololei. SYN. perpendicular. 2. Hoopono. SYN. honest.
Testify,v. E hoike; olelo hoike.
Call,"1. E kahea. Call him, e kahea iaia. 2. E kapa'ku. 3. E kipa launa."
Call,1. Ka hea ana; leo kahea. 2. Ke kipa launa ana.
Former,"1. Mua. The former, ka mua. 2. Mamua. Former times, na wa mamua."
Management,"1. Ka hooponopono ana. Poor management, hooponopono hemahema. 2. Papa luna hooponopono."
Appoint,"Ap-point', v. E hookoho."
Ought,E pono; kupono.
Grandfather,Kupuna kane.
Preservation,n. Ka hoomalu ana; ka malama ana.
Shears,"1. Upa' nui. 2. He mau koo ekolu, mea hapai i na kino kaumaha."
Golden,Gula; like me ke gula.
Abrupt,"1. Kalakala. An abrupt speech, he olelo kalakala. 2. Ku; An abrupt precipice, he pali ku."
Flighty,adj. Opulepule; lele wale o ka noonoo.
Aside,"adv. Ma ka aoao; ma kahi kaawale. Step aside, e nee aku ma ka aoao, e nee aku ma kahi kaawale."
Outcast,He kuewa; aea haukae.
Brow,"1. Lae. Eye brow, kue maka. 2. Kae. SYN. brink."
Douse,E lu kino iloko o ka wai.
Dressing,1. Ka laau i kau ia maluna o ka eha. 2. He mea kipulu aina. 3. Mea i hookomoia. SYN. stuffing.
Squirm,E onioni; kupaka; pakaawili.
Gratitude,Ke aloha no ke kokuaia mai. SYN. thankfulness.
Reef,"E li. Reef the sail, e li ka pea."
Reef,Ae-kai; kuanalu.
Dough,Berena maka.
Cold,"1. Anuanu; huihui. A cold day, he la anuanu. 2. Nanau. SYN. distant."
Cold,He anu; haukeke; huihui.
Supply,E hoolako; e hoopiha mai i ka nele.
Supply,Lako; ka piha ana oka nele.
Fumes,pl. 1. Uahi. SYN. smoke. i. Ka mahu o na mea baila; ke ala o na mea e a ana.
Green,1. Omaomao; uliuli. 2. Maka. SYN. unripe.
Fancy,n. Manao ulia wale.
Fancy,v. E manao wale. SYN. imagine.
Slice,He apana lahilahi i okiia.
Slice,E okioki apana.
Grow,"v., 1. E kupu; e ulu ae; e hooulu. 2. E lilo. SYN. become. Grow rich, or become rich, e lilo i waiwai."
That,pron. Kela; ia; oia; ua mea la.
That,"conj. I. That you may know, i ike oe."
Faucet,n. Mea ukuhi wai.
Seesaw,He mahiki; makoiele.
Maximum,adj. Ka nui loa.
Buoyant,Lanalana.
Omit,"E kapai, e waiho. SYN. leave out."
Drumstick,Laau hookani pahu.
Hunger,Pololi.
Hunger,1. E pololi. 2. lininui; ake nui.
Provider,Mea hoomakaukau; hoolako.
Grade,"1. He kulana; he papa. 2. Ka moe ana o ke alan ui. Level grade, moe iliwai."
Grade,1. E hoonoho kulana; e hoonoho papa. 2. E hoomoe i alanui.
Vehicle,1. Kela me keia ano kaa. 2. Mea halihali.
Driftwood,Pihea'.
Sheriff,Makai nui.
Bedfellow,"Bĕd'fel'lōw, n. Hoa moe pu."
Size,Ka nui. SYN. bulk.
Mend,1. E hana hou; kapili hou. 2. E ola hou.
Pinnacle,"Wahi oioi. Pinnacle of the temple, wahi oioi o ka luakini."
Constant,"adj. 1. Kupaa; kamau. A constant friend, he hoa kupaa. 2. Mau. A constant stream, he waikahe mau."
Swindle,v. E apuka; e pakaha wale. SYN. cheat.
Invoke,E pule. SYN. supplicate.
Sponge,Huahuakai.
Wise,Naauao; noeau. SYN. sagacious.
Roundabout,Pololei ole; paewaewa.
Cerebrum,Ka mahele nui o ka lolo.
Tape,n. Lipine.
Inhabit,n. E noho. SYN. live.
Doctrine,"1. Ka mea i aoia. 2. Christian doctrine, na loina kristiano."
Acid,He mea awaawa.
Pillar,He kia; he pou.
Climb,"E pii iluna, me Ka luhi."
Sand,O'ne.
Film,v. He ili lahilahi.
Process,"1. He hana. A legal process, he hana o ke kanawai. 2. Process of time, ka nee ana o ka manawa. 3. Process of thought, ka holo ana o ka noonoo."
Fail,"v. 1. E haule. To fail in a lesson, e haule ma ka haawina. 2. E poho. To fail in business, e poho ma ka oihana. 3. E nawaliwali. To fail in health, e nawaliwali ma ke ola kino."
Sink,"1. E piho; e poholo ilalo. 2. to sink a pit, e eli i lua. 3. Decline in strength, emi ka ikaika o ke kino. 4. E hoo-emi; e emi. Prices sink, emi ke kumukuai."
Sink,l. He kio lepo; he nenelu poho'. 2. Wahi holoi pa.
This,Keia.
Pea,He pi; hua ai.
Southeast,Hikina Hema
Dishonor,"1. E hoino. 2. E hoole. To dishonor a bill, e hoole i ka bila dala."
Calamity,"He popilikia: poino, pilikia nui. SYN. disaster; misfortune."
Holiness,Ano hemolele; makamae. SYN. purity.
Trust,1. Paulele. 2. Hoo-aie'.
Ravage,v. E luku; e hooneoneo. SYN. devastate.
Join,1. Ehui; e hoohui. 2. E pakui ; e hookui.
Islet,Mokupuni liilii.
Exclamation,He kahea nui; he hoo'ho leo.
Bluff,n. He pali ma kahakai.
Bluff,adj. Okalakala. SYN. gruff.
Close,"1. Pi; alunu. SYN. stingy. 2. Ane like. A close vote, he koho ane like. 3. Paa; komo ole ke ea. 4. Ikiiki. SYN. sultry. A close, hot day, he la ikiiki."
Bed,"n. He moe; pela moe; wahi e hiamoe ai. 2. Wahi kanu. A bed of flowers, wahi kanu pua."
Bed,"3. He kowa. The bed of a river, ke kowa o ka muliwai."
Tile,He uwinihepa.
Sweet,"adj. 1. Ono. 2, Nahenahe; polinahe. 3. Oluolu; akahai."
Maturity,"n. 1. Wa oo. 2. Ka piha o ka manawa. 3. The maturity of a note, ka wa hookaa o ka bilaaie."
Sob,E hauhau; e uwe.
Pliable,1. Nolunolu. SYN. flexible. 2. Lauwili.
Whirlwind,Puahiohio; makani pukiki.
Correspond,1. E kulike. SYN. agree. 2. E kakau leta.
Forward,Mahaoi; hoo-a-ano. 2. I mua.
Fare,"n. Uku moku; uku kaa. 2. He ai. SYN. food. Good fare, ai maikai."
Roar,"1. Leo uwo; leo haalulu. 2. Roar of the surf, paepu o ka nalu."
Combination,Ka hui ana.
Serpent,He nahesa; he moo.
Bamboo,"Băm-bōō', n. He ohe."
Proceed,"1. E hele imua; maalo ae. 2. Proceed from, e puka mai no loko ae."
Charcoal,n. Nanahu wahie.
Destiny,"Ka hopena. Mankind have a common destiny, he hopena like ko kanaka."
Porter,1. Kiai puka. 2. Kanaka hali ukana. 3. He ano bia.
Hammer,Hamale.
Hammer,E kui me ka hamale.
Adversary,He mea ku-e'; he enemi.
Cement,E hoopili paa aku. E hoopipili.
Cement,1. Puna pohaku. 2. He pilali.
Aquarium,"He wahi e malama ai i na mea ola, a me na mea ulu o ka wai."
Gold,He gula.
Wane,"E emi iho. The moon wanes, ke emi nei ka mahina."
Amputate,"Ăm'pu-tāte, v. E oki a moku loa."
Rarely,adv. Kakaikahi loa.
Speaker,1. Mea ekemu; mea kamailio. 2. Luna-hoomalu.
Insufficient,Lawa pono ole.
Independent,adj. Kuokoa.
Refract,"E aui. Water refracts light, e aui ae ke kukuna malamalama i ka wai."
Invalid,Mana ole; waiwai ole.
Invalid,Mea nawaliwali; mea omaimai.
Sun,La.
Sun,E kaulai i ka la.
Changeable,"adj. Loli lua; kaamola; olewa; kapekepe. SYN. fickle. 2. Lauwili. A changeable wind, he makani lauwili. SYN. variable."
Content,v. E hoo-na; e hooluolu.
Content,n. Hanawalea; oluolu o ka manao.
Casket,1. Pahu liilii waiho momi. SYN. jewel box. 2. Pahu kupapau metala.
State,"1. He moku-aina. 2. The State, ke Aupuni. 3. Ka noho'na. 4. Hanohano."
State,"E hoakaka; e hai. State a complaint, e hoakaka i ka pilikia."
Sequence,l. Mea hahai; mea pili. 2. Ka hoonohonoho ana.
Pyramid,Puuoa; piramida.
Buy,E kuai lilo mai.
Hairbrush,Hulu kahi lauoho.
Reason,1. Ka noonoo kanaka. 2. He kumu. SYN. motive.
Reason,E noonoo pu; e ao aku.
Backbone,"Băєk'bōne, n. Iwi kuamoo."
Inject,v. E haha.no; e pakelo
Superlative,Oi loa; pookela.
Owe,E aie.
Duplicate,"Lua like, he kope."
Interjection,"He huaolelo hoopu- iwa; hoomaka'u, etc."
Memorandum,n. Kakau lima hoomanao.
Nap,Kuluhiamoe; hiamoe iki.
Sty,1. Pa puaa. 2. Uleule maka.
Tub,He ta-bu.
Flourish,v. 1. E ulu ae.
Smoke,He u-ahi.
Smoke,"1. E punohu u-ahi. 2. E puhi. Smoke tobacco, puhi baka. 3. E hoo-pi'-pi'."
Gibbet,Amana. SYN. gallows.
Post,"1. E hoonoho. Post guards, e hoonoho i poe kiai. 2. E hookomo i ka eke leta. SYN. mail. 3. E hookomo ma ka Ledger. 4. E imi; e hoonaauao."
Pang,He umii; he hui.
Boil,n. Mai heehee; be puu.
Boil,"v. 1. E lapalapa: e baila. 2. Blood boils with anger, pii ke kai o ka huhu'."
Vomit,E luai.
Exclude,E pani aku; e pale aku iwaho. SYN. debar.
Fix,"v. 1. E hoopaa. SYN. fasten. 2. E hooholo. SYN. settle; determine. To fix boundaries, e hooholo i na palena aina. 3. E kapili hou. SYN. mend. 4. E hookupaa. SYN. establish."
Fix,n. He pilikia. SYN. dilemma; predicament.
Scarce,Kakaikahi; ike pinepine ole la.
Savor,"1. Liu. The savor of salt, ka liu o ka paakai. 2. He mea ai."
Noose,He pahele; hele; nipuu.
Skillful,Akamai; makaukau.
Strike,"1. E kui; e hau; hahau. 2. Kani. The clock strikes, kani ka wati. 3. E hooki hana, no ka uuku o ka uku."
Strike,He hooki hana.
Long,Loa; loloa; loihi.
Long,E iini.
Defense,"1. He pale; he pakaua. 2. Olelo pale. Make his defense, e hai i kana olelo pale."
Gambol,E lelelele; e haa. SYN. frisk.
Incorrect,Pololei ole; hewa. SYN. inaccurate.
Tense,adj. Liolio; lina. SYN. taut.
Tense,"n. He wa. Present tense, keia wa. Past tense, wa i hala."
Application,"Ăp'pli-єā'tion, n. 1. Ka noi ana. 2. Ka pili paa ana i kekahi mea a ko aku la. 3. Ke kupaa ana o ka manao. 4. Ka hoopiliana."
Tiny,Uuku loa.
Straight,Pololei.
Bow,1. He pana; kakaka. 2. He pelu; he pio.
Bow,1. He kulou. 2. Ka ihu o ka moku.
Column,"1. He lalani; he kolamu. 2. He kia nui no ka lanai, a hale paha. SYN. pillar."
Forked,Manamana.
Affix,"t. 1. E pakui. 2. E kakau mahope. Affix a signature, e kakau inoa mahope."
Affix,"1. E pakui. 2. E kakau mahope. Affix a signature, e kakau inoa mahope."
Cloud,He no.
Cloud,E hooponli i na ao; e hoomalumalu.
Limestone,Pohaku puna
Beat,"v. 1. E hahau; e pepehi. SYN. thump; pommel; strike. 2. E eo; e lanakila. SYN. vanquish. 3. E pana. Beat time, e pana i ka manawa. 4. Beat to windward, hoopahua; hoopiipii."
Barley,"Bär'ley, n. Bale, he ano palaoa."
Syringe,n. He hahano.
Military,Koa.
Military,Na papa koa o kela me k eiaano.
Supervisor,Luna hooponopono. SYN. overseer.
Future,Ko mua aku: ka wa mahope.
Card,"He pepa manoanoa. 2. Pepa paani. 3. Palapala hoolaha pokole, i paiia. 4. Pepa inoa. Visiting card, pepa inoa no ka makaikai launa ana. 5. He paa laau-kahi no ke kahi ana i ka huluhulu, pulupuln."
Card,"E kahi huluhulu, pulupulu."
Unholy,Aia'; hemolele ole.
Poisonous,Make.
Parrot,Manu aloha; parota.
Remove,1. E lawe aku. 2. E haalele; e hele aku. 3. E hoohemo; e Kapai.
Sniff,E hanuhanu.
Snobbish,Kelakela; haakei.
Stout,Puipui; ikaika.
Trough,"Holowaa hanai holoholona. 2. The trough of the sea, ka poli o na ale."
English,"Beritania. English language, olelo Beritania."
Jar,"He ipu pohaku; ipu lepo. 2. He naueue; hooluliluli. 3. He mokuahana. Family jars, na mokuahana iwaena o ka ohana."
